construction_id,proficiency_band,domain_label,pattern_text,example_original,confidence
FCN-CXN-000241,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Mōztla nipixcaz quēnque,"B: Mōztla nipixcaz, ¿quēnque?",0.95
FCN-CXN-000242,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Pampa nicnequi niquittaz tlan hueliz tinēchpalehuia,A: Pampa nicnequi niquittaz tlan hueliz tinēchpalehuia.,0.95
FCN-CXN-000243,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Huan tlen ticchīhuaz,B: ¿Huan tlen ticchīhuaz?,0.95
FCN-CXN-000244,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B Axcanah nihueliz mōztla,B: Axcanah nihueliz mōztla.,0.95
FCN-CXN-000245,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Then we will see each other later,A: Then we will see each other later.,0.575
FCN-CXN-000246,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),B We will see each other,B: We will see each other.,0.6167
FCN-CXN-000247,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Quēmman motlahpaloah moilliah When you greet you say,Quēmman motlahpaloah moilliah (When you greet you say),0.825
FCN-CXN-000248,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Tlen ticchīhua Nitlahtzoma,¿Tlen ticchīhua? Nitlahtzoma.,0.95
FCN-CXN-000249,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Tlen inquichīhuah Titlahtzomah,¿Tlen inquichīhuah? Titlahtzomah.,0.95
FCN-CXN-000250,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Titequiti Quēna nitequiti,"¿Titequiti? Quēna, nitequiti.",0.95
FCN-CXN-000251,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Timociahcāhua Quēna Nimociahcahua,¿Timociahcāhua? Quēna. Nimociahcahua.,0.95
FCN-CXN-000252,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Quēmman mācēhualli zan quināhuatihtēhua cē ācahya īnechca quiillia When you say farewell,"Quēmman mācēhualli zan quināhuatihtēhua cē ācahya īnechca quiillia (When you say farewell to someone near to you, you say)",0.8711
FCN-CXN-000253,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Mācēhualli tlen tēnāhuatihtēhua quihtoa The person saying farewell says,Mācēhualli tlen tēnāhuatihtēhua quihtoa (The person saying farewell says),0.95
FCN-CXN-000254,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Mācēhualli cihuātl tlanānquilia quihtoa A woman responds by saying,Mācēhualli cihuātl tlanānquilia quihtoa (A woman responds by saying),0.95
FCN-CXN-000255,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),Titlanānquilia cequin tlahtlanliztli Respond to the following greetings,Titlanānquilia cequin tlahtlanliztli (Respond to the following greetings),0.95
FCN-CXN-000256,B1,Tlamachtiliztli 11 Quēmman motlahpaloa huan monāhuatihtēhua (When you greet and say farewell),A Niyōhua Cihuātl īcā tlācatl,A: Niyōhua (Cihuātl īcā tlācatl),0.95
FCN-CXN-000257,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Ixcacuatitlan Veracruz CC BY COERLL Nahuatl,Ixcacuatitlan Veracruz CC BY COERLL Nahuatl,0.7833
FCN-CXN-000258,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tlachīhualiztli tlen Panoz Verbs in future or indefinite tense,Tlachīhualiztli tlen Panoz (Verbs in future or indefinite tense),0.7833
FCN-CXN-000259,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tlamanēxtilli tlen ahāhuitiliztli tlen tlachīhualiztli Example of conjugation of verbs,Tlamanēxtilli tlen ahāhuitiliztli tlen tlachīhualiztli (Example of conjugation of verbs),0.95
FCN-CXN-000260,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Titequitiz You will work,Titequitiz “You will work”,0.7
FCN-CXN-000261,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tequitiz She he will work,Tequitiz “She/he will work”,0.65
FCN-CXN-000262,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Titequitizceh We will work,Titequitizceh “We will work”,0.7
FCN-CXN-000263,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Intequitizceh You plural will work,Intequitizceh “You (plural) will work”,0.65
FCN-CXN-000264,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tequitizceh They will work,Tequitizceh “They will work”,0.7
FCN-CXN-000265,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tlamānēxtilli tlen tlahtolāamitl pan tlachīhualiztli tlen panoz Examples of sentences in future,Tlamānēxtilli tlen tlahtolāamitl pan tlachīhualiztli tlen panoz (Examples of sentences in future tense),0.9115
FCN-CXN-000266,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Nochocho motlaloz pan caltlamachtihcān,Nochocho motlaloz pan caltlamachtihcān.,0.95
FCN-CXN-000267,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),My brother will run in the school,“My brother will run in the school.”,0.5929
FCN-CXN-000268,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Mar a huanya ichocho tlachpanāzceh mōztla,María huanya ichocho tlachpanāzceh mōztla.,0.95
FCN-CXN-000269,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Juan īchān māltizceh tlayōhua,Juan īchān māltizceh tlayōhua.,0.95
FCN-CXN-000270,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Nochocho huan na nochipa tinehnemizceh īcā tiotlac,Nochocho huan na nochipa tinehnemizceh īcā tiotlac.,0.95
FCN-CXN-000271,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Mario mihtōtiz huanya īyōltzin pan tlaixpiyalli,Mario mihtōtiz huanya īyōltzin pan tlaixpiyalli.,0.95
FCN-CXN-000272,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Tequitl tlen momachtianih Exercise for the students,Tequitl tlen momachtianih (Exercise for the students),0.8786
FCN-CXN-000273,B1,Tlamachtiliztli 12 Tlachīhualiztli tlen panoz (Future tense and indefinite verbs),Mōztla īcā yāhuatzinco nimēhuaz nitlacuāz huan nimopatlaz huanya nochocho Teipan tiyāzceh caltlamachtihcān,"Mōztla īcā yāhuatzinco nimēhuaz, nitlacuāz huan nimopatlaz huanya nochocho. Teipan tiyāzceh caltlamachtihcān. Ne caltlamachtihcān tinehnemizceh huan timotlalozceh. Teipan nochocho huan na timocuapazceh īcā tiotlac huan timāltizceh tochān.",0.95
FCN-CXN-000274,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Cē tlapōhualiztli A story,Cē tlapōhualiztli (A story),0.95
FCN-CXN-000275,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Nonanān tēchmāca cafen yāhuatzinco ticōnih huanya notatah quēmman titlamih notatah quicui īmacheteh,"Nonanān tēchmāca cafen yāhuatzinco, ticōnih huanya notatah, quēmman titlamih notatah quicui īmacheteh, īmorral, ītzonecahuil, īāuh huan yohui mīllah. Notatah nehnemi cē cāhuitl huan ahci īmīllah huan pēhua tequiti cemilhuitl. Tohhuantin īconēhuan tiyohuih caltlamachtihcān, tlamachtianih tēchmachtiah caztiah tlahtolli. Nonanān mocāhua tochān pēhua tlachpāna, tlaxcalchīhua huan tlahcotōna yohui tēchtlamāca.",0.95
FCN-CXN-000276,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Look at the examples of qui below,Look at the examples of /qui/ below:,0.5929
FCN-CXN-000277,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Ni qui base verbal,Ni – qui – (base verbal) – ø,0.7
FCN-CXN-000278,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Ti qui base verbal,Ti – qui – (base verbal) – ø,0.7
FCN-CXN-000279,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Qui base verbal,ø – Qui – (base verbal) – ø,0.7833
FCN-CXN-000280,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Ti qui base verbal h,Ti – qui – (base verbal) – h,0.65
FCN-CXN-000281,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),In qui base verbal h,In – qui – (base verbal) – h,0.65
FCN-CXN-000282,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Qui base verbal h,ø – Qui – (base verbal) – h,0.7
FCN-CXN-000283,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Nech base verbal,ø – Nech – (base verbal) – ø,0.7833
FCN-CXN-000284,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Mitz base verbal,ø – Mitz – (base verbal) – ø,0.7833
FCN-CXN-000285,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Tech base verbal,ø – Tech – (base verbal) – ø,0.7833
FCN-CXN-000286,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Quin base verbal,ø – Quin – (base verbal) – ø,0.7833
FCN-CXN-000287,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Tlamanēxtilli ahāhuiltiliztli tlen tlachi hualiztli huan cē tlahtolpāmitl Example with the conjugation,Tlamanēxtilli ahāhuiltiliztli tlen tlachi7hualiztli huan cē tlahtolpāmitl (Example with the conjugation of verbs and a sentence),0.95
FCN-CXN-000288,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Tohhuantin nochipa timītzittah quēmman tiyāuh caltlamachtihcān,Tohhuantin nochipa timītzittah quēmman tiyāuh caltlamachtihcān.,0.95
FCN-CXN-000289,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Inmohuantin ahachica inquimāquiliah inmoconēuh,Inmohuantin ahachica inquimāquiliah inmoconēuh.,0.95
FCN-CXN-000290,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),You all hit your child all the time,“You all hit your child all the time.”,0.575
FCN-CXN-000291,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Inihhuantin nēchmācah alaxox tlen quitequih cacalicān,Inihhuantin nēchmācah alaxox tlen quitequih cacalicān.,0.95
FCN-CXN-000292,B1,Tlamachtiliztli 13 Tlachīhualiztli tlen quimānēxtia ācquiya quīchihua cē tlamantli (Verbs with specific object),Conjugate the following verbs with each object marker above then write one,"Conjugate the following verbs with each object marker above, then write one sentence for each.",0.5833
FCN-CXN-000293,B1,Tlamachtiliztli 14 Tlachīhualiztli tlen panoc Part 1 (Past Tense Verbs Part 1),ti verbal base queh,ti – (verbal base) – queh,0.7
FCN-CXN-000294,B1,Tlamachtiliztli 14 Tlachīhualiztli tlen panoc Part 1 (Past Tense Verbs Part 1),in verbal base queh,in – (verbal base) – queh,0.7
FCN-CXN-000295,B1,Tlamachtiliztli 14 Tlachīhualiztli tlen panoc Part 1 (Past Tense Verbs Part 1),Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli tlen panoc Example of the conjugation of,Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli tlen panoc (Example of the conjugation of verbs),0.95
FCN-CXN-000296,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",ti verbal base queh,ti – (verbal base) – queh,0.7
FCN-CXN-000297,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",in verbal base queh,in – (verbal base) – queh,0.7
FCN-CXN-000298,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Some Class verbs change drastically especially those ending in hu and cu,"Some Class 2 verbs change drastically, especially those ending in /hu/ and /cu/ and those whose last consonant is /y/, /qu/, /c/, or /m/.",0.6239
FCN-CXN-000299,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli Example of the conjugation of verbs,Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli (Example of the conjugation of verbs),0.95
FCN-CXN-000300,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quīzqui She he went out,Quīzqui “She/he went out”,0.8500000000000001
FCN-CXN-000301,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquīzqueh You plural went out,Inquīzqueh “You (plural) went out”,0.8500000000000001
FCN-CXN-000302,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Nictōcqui I planted cord,Nictōcqui “I planted cord”,0.95
FCN-CXN-000303,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tictōcqui You planted corn,Tictōcqui “You planted corn”,0.95
FCN-CXN-000304,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quitōcqui She he planted corn,Quitōcqui “She/he planted corn”,0.8500000000000001
FCN-CXN-000305,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tictōcqueh We planted corn,Tictōcqueh “We planted corn”,0.95
FCN-CXN-000306,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquitōcqueh You plural planted corn,Inquitōcqueh “You (plural) planted corn”,0.8500000000000001
FCN-CXN-000307,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quitōcqueh They planted corn,Quitōcqueh “They planted corn”,0.95
FCN-CXN-000308,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tihuelqui You were able,Tihuelqui “You were able”,0.7
FCN-CXN-000309,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Huelqui She he was able,Huelqui “She/he was able”,0.65
FCN-CXN-000310,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tihuelqueh We were able,Tihuelqueh “We were able”,0.7
FCN-CXN-000311,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquihuelqueh You plural were able,Inquihuelqueh “You (plural) were able”,0.65
FCN-CXN-000312,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Huelqueh They were able,Huelqueh “They were able”,0.7
FCN-CXN-000313,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Verbs with the last syllables hu and cu,1.Verbs with the last syllables /hu/ and /cu/,0.7
FCN-CXN-000314,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Niccōhua I buy something,Niccōhua “I buy” (something),0.95
FCN-CXN-000315,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Nicahcocui I preserve put away something,"Nicahcocui “I preserve, put away” (something)",0.6167
FCN-CXN-000316,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Nicahcoucqui I preserved put away something,"Nicahcoucqui “I preserved, put away” (something)",0.6167
FCN-CXN-000317,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli Example of the conjugation of verbs,Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli (Example of the conjugation of verbs),0.95
FCN-CXN-000318,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Ticcōuhqui You bought something,Ticcōuhqui “You bought” (something),0.95
FCN-CXN-000319,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quicōuhqui She he bought something,Quicōuhqui “She/he bought” (something),0.8500000000000001
FCN-CXN-000320,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Ticcōuhqueh We bought something,Ticcōuhqueh “We bought” (something),0.95
FCN-CXN-000321,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquicōuhqueh You plural bought something,Inquicōuhqueh “You (plural) bought” (something),0.8500000000000001
FCN-CXN-000322,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quicōuhqueh They bought something,Quicōuhqueh “They bought” (something),0.95
FCN-CXN-000323,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Nicahcoucqui I preserved put away something,"Nicahcoucqui “I preserved, put away” (something)",0.6167
FCN-CXN-000324,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Ticahcoucqui You preserved put away something,"Ticahcoucqui “You preserved, put away” (something)",0.6167
FCN-CXN-000325,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quiahcoucqui She he preserved put away something,"Quiahcoucqui “She/he preserved, put away” (something)",0.5929
FCN-CXN-000326,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Ticahcoucqueh We preserved put away something,"Ticahcoucqueh “We preserved, put away” (something)",0.6167
FCN-CXN-000327,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquiahcoucqueh You plural preserved put away something,"Inquiahcoucqueh “You (plural) preserved, put away” (something)",0.5929
FCN-CXN-000328,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quiahcoucqueh They preserved put away something,"Quiahcoucqueh “They preserved, put away” (something)",0.6167
FCN-CXN-000329,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli Example of the conjugation of verbs,Tlamanēxtilli tlen ahāhuiltiliztli tlen tlachīhualiztli (Example of the conjugation of verbs),0.95
FCN-CXN-000330,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Ticpixqui You had something,Ticpixqui “You had” (something),0.7
FCN-CXN-000331,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quipixqui She he had something,Quipixqui “She/he had” (something),0.65
FCN-CXN-000332,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Ticpixqueh We had something,Ticpixqueh “We had” (something),0.7
FCN-CXN-000333,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquipixqueh You plural had something,Inquipixqueh “You (plural) had” (something),0.65
FCN-CXN-000334,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quipixqueh They had something,Quipixqueh “They had” (something),0.7
FCN-CXN-000335,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tictecqui You cut something,Tictecqui “You cut” (something),0.95
FCN-CXN-000336,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quitecqui She he cut something,Quitecqui “She/he cut” (something),0.8500000000000001
FCN-CXN-000337,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tictecqueh We cut something,Tictecqueh “We cut” (something),0.95
FCN-CXN-000338,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Inquitecqueh You plural cut something,Inquitecqueh “You (plural) cut” (something),0.8500000000000001
FCN-CXN-000339,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Quitecqueh They cut something,Quitecqueh “They cut” (something),0.95
FCN-CXN-000340,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Titizqui You ground corn,Titizqui “You ground corn”,0.7
FCN-CXN-000341,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tizqui She he ground corn,Tizqui “She/he ground corn”,0.65
FCN-CXN-000342,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tiquizqueh We ground corn,Tiquizqueh “We ground corn”,0.7
FCN-CXN-000343,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Intizqueh You plural ground corn,Intizqueh “You (plural) ground corn”,0.65
FCN-CXN-000344,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Tizqueh She he ground corn,Tizqueh “She/he ground corn”,0.65
FCN-CXN-000345,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Nehnenqui She he walked,Nehnenqui “She/he walked”,0.7
FCN-CXN-000346,B1,"Tlamachtiliztli 15 Tlachīhualiztli tlen panoc, Part 2 (Past Tense Verbs Part 2)",Innehnenqueh You plural walked,Innehnenqueh “You (plural) walked”,0.7
FCN-CXN-000347,B1,Tlamachtiliztli 16 Tlachīhualiztli tlen panoc. Part 3 (Past Tense Verbs Part 3),Account of the feast of lōtlamaliztli CC BY Chicometepetl,Account of the feast of Ēlōtlamaliztli CC BY Chicometepetl,0.7833
FCN-CXN-000348,B1,Tlamachtiliztli 16 Tlachīhualiztli tlen panoc. Part 3 (Past Tense Verbs Part 3),ni verbal base h hqui,ni – (verbal base) – h/hqui,0.65
FCN-CXN-000349,B1,Tlamachtiliztli 16 Tlachīhualiztli tlen panoc. Part 3 (Past Tense Verbs Part 3),ti verbal base h hqui,ti – (verbal base) – h/hqui,0.65
FCN-CXN-000350,B1,Tlamachtiliztli 16 Tlachīhualiztli tlen panoc. Part 3 (Past Tense Verbs Part 3),verbal base h hqui,ø – (verbal base) – h/hqui,0.7
